type,breed,dog_image_name
test,085.Irish_red_and_white_setter,Irish_red_and_white_setter_05766.jpg
test,081.Greyhound,Greyhound_05530.jpg
test,081.Greyhound,Greyhound_05565.jpg
test,081.Greyhound,Greyhound_05552.jpg
test,081.Greyhound,Greyhound_05539.jpg
test,081.Greyhound,Greyhound_05526.jpg
test,081.Greyhound,Greyhound_05560.jpg
test,081.Greyhound,Greyhound_05542.jpg
test,004.Akita,Akita_00282.jpg
test,004.Akita,Akita_00262.jpg
test,004.Akita,Akita_00244.jpg
test,004.Akita,Akita_00270.jpg
test,004.Akita,Akita_00296.jpg
test,004.Akita,Akita_00263.jpg
test,004.Akita,Akita_00258.jpg
test,004.Akita,Akita_00276.jpg
test,103.Mastiff,Mastiff_06873.jpg
test,103.Mastiff,Mastiff_06815.jpg
test,103.Mastiff,Mastiff_06847.jpg
test,103.Mastiff,Mastiff_06878.jpg
test,103.Mastiff,Mastiff_06825.jpg
test,103.Mastiff,Mastiff_06836.jpg
test,103.Mastiff,Mastiff_06827.jpg
test,044.Cane_corso,Cane_corso_03166.jpg
test,044.Cane_corso,Cane_corso_03117.jpg
test,044.Cane_corso,Cane_corso_03147.jpg
test,044.Cane_corso,Cane_corso_03161.jpg
test,044.Cane_corso,Cane_corso_03132.jpg
test,044.Cane_corso,Cane_corso_03114.jpg
test,044.Cane_corso,Cane_corso_03172.jpg
test,044.Cane_corso,Cane_corso_03110.jpg
test,118.Pembroke_welsh_corgi,Pembroke_welsh_corgi_07652.jpg
test,118.Pembroke_welsh_corgi,Pembroke_welsh_corgi_07625.jpg
test,118.Pembroke_welsh_corgi,Pembroke_welsh_corgi_07658.jpg
test,118.Pembroke_welsh_corgi,Pembroke_welsh_corgi_07672.jpg
test,118.Pembroke_welsh_corgi,Pembroke_welsh_corgi_07622.jpg
test,118.Pembroke_welsh_corgi,Pembroke_welsh_corgi_07619.jpg
test,118.Pembroke_welsh_corgi,Pembroke_welsh_corgi_07673.jpg
test,013.Australian_terrier,Australian_terrier_00918.jpg
test,013.Australian_terrier,Australian_terrier_00923.jpg
test,013.Australian_terrier,Australian_terrier_00930.jpg
test,013.Australian_terrier,Australian_terrier_00897.jpg
test,013.Australian_terrier,Australian_terrier_00925.jpg
test,013.Australian_terrier,Australian_terrier_00900.jpg
test,117.Pekingese,Pekingese_07594.jpg
test,117.Pekingese,Pekingese_07558.jpg
test,117.Pekingese,Pekingese_07585.jpg
test,117.Pekingese,Pekingese_07581.jpg
test,117.Pekingese,Pekingese_07568.jpg
test,117.Pekingese,Pekingese_07582.jpg
test,002.Afghan_hound,Afghan_hound_00143.jpg
test,002.Afghan_hound,Afghan_hound_00125.jpg
test,002.Afghan_hound,Afghan_hound_00116.jpg
test,002.Afghan_hound,Afghan_hound_00141.jpg
test,002.Afghan_hound,Afghan_hound_00149.jpg
test,002.Afghan_hound,Afghan_hound_00139.jpg
test,002.Afghan_hound,Afghan_hound_00146.jpg
test,002.Afghan_hound,Afghan_hound_00151.jpg
test,025.Black_and_tan_coonhound,Black_and_tan_coonhound_01789.jpg
test,025.Black_and_tan_coonhound,Black_and_tan_coonhound_01795.jpg
test,025.Black_and_tan_coonhound,Black_and_tan_coonhound_01801.jpg
test,025.Black_and_tan_coonhound,Black_and_tan_coonhound_01803.jpg
test,129.Tibetan_mastiff,Tibetan_mastiff_08158.jpg
test,129.Tibetan_mastiff,Tibetan_mastiff_08138.jpg
test,129.Tibetan_mastiff,Tibetan_mastiff_08156.jpg
test,129.Tibetan_mastiff,Tibetan_mastiff_08139.jpg
test,129.Tibetan_mastiff,Tibetan_mastiff_08140.jpg
test,129.Tibetan_mastiff,Tibetan_mastiff_08171.jpg
test,093.Kerry_blue_terrier,Kerry_blue_terrier_06291.jpg
test,093.Kerry_blue_terrier,Kerry_blue_terrier_06310.jpg
test,093.Kerry_blue_terrier,Kerry_blue_terrier_06293.jpg
test,093.Kerry_blue_terrier,Kerry_blue_terrier_06316.jpg
test,023.Bernese_mountain_dog,Bernese_mountain_dog_01622.jpg
test,023.Bernese_mountain_dog,Bernese_mountain_dog_01657.jpg
test,023.Bernese_mountain_dog,Bernese_mountain_dog_01653.jpg
test,023.Bernese_mountain_dog,Bernese_mountain_dog_01617.jpg
test,023.Bernese_mountain_dog,Bernese_mountain_dog_01646.jpg
test,023.Bernese_mountain_dog,Bernese_mountain_dog_01682.jpg
test,023.Bernese_mountain_dog,Bernese_mountain_dog_01632.jpg
test,023.Bernese_mountain_dog,Bernese_mountain_dog_01638.jpg
test,070.German_pinscher,German_pinscher_04863.jpg
test,070.German_pinscher,German_pinscher_04876.jpg
test,070.German_pinscher,German_pinscher_04838.jpg
test,070.German_pinscher,German_pinscher_04843.jpg
test,070.German_pinscher,German_pinscher_04861.jpg
test,070.German_pinscher,German_pinscher_04875.jpg
test,052.Clumber_spaniel,Clumber_spaniel_03703.jpg
test,052.Clumber_spaniel,Clumber_spaniel_03712.jpg
test,052.Clumber_spaniel,Clumber_spaniel_03680.jpg
test,052.Clumber_spaniel,Clumber_spaniel_03697.jpg
test,052.Clumber_spaniel,Clumber_spaniel_03715.jpg
test,052.Clumber_spaniel,Clumber_spaniel_03702.jpg
test,048.Chihuahua,Chihuahua_03403.jpg
test,048.Chihuahua,Chihuahua_03405.jpg
test,048.Chihuahua,Chihuahua_03427.jpg
test,048.Chihuahua,Chihuahua_03448.jpg
test,048.Chihuahua,Chihuahua_03460.jpg
test,048.Chihuahua,Chihuahua_03411.jpg
test,048.Chihuahua,Chihuahua_03420.jpg
test,088.Irish_water_spaniel,Irish_water_spaniel_05975.jpg
test,088.Irish_water_spaniel,Irish_water_spaniel_06011.jpg
test,088.Irish_water_spaniel,Irish_water_spaniel_05972.jpg
test,088.Irish_water_spaniel,Irish_water_spaniel_05983.jpg
test,088.Irish_water_spaniel,Irish_water_spaniel_05969.jpg
test,088.Irish_water_spaniel,Irish_water_spaniel_06016.jpg
test,050.Chinese_shar-pei,Chinese_shar-pei_03556.jpg
test,050.Chinese_shar-pei,Chinese_shar-pei_03580.jpg
test,050.Chinese_shar-pei,Chinese_shar-pei_03535.jpg
test,050.Chinese_shar-pei,Chinese_shar-pei_03568.jpg
test,050.Chinese_shar-pei,Chinese_shar-pei_03546.jpg
test,050.Chinese_shar-pei,Chinese_shar-pei_03555.jpg
test,106.Newfoundland,Newfoundland_06979.jpg
test,106.Newfoundland,Newfoundland_06984.jpg
test,106.Newfoundland,Newfoundland_06996.jpg
test,106.Newfoundland,Newfoundland_07007.jpg
test,106.Newfoundland,Newfoundland_07009.jpg
test,106.Newfoundland,Newfoundland_07010.jpg
test,019.Bedlington_terrier,Bedlington_terrier_01340.jpg
test,019.Bedlington_terrier,Bedlington_terrier_01368.jpg
test,019.Bedlington_terrier,Bedlington_terrier_01363.jpg
test,019.Bedlington_terrier,Bedlington_terrier_01381.jpg
test,019.Bedlington_terrier,Bedlington_terrier_01369.jpg
test,019.Bedlington_terrier,Bedlington_terrier_01392.jpg
test,092.Keeshond,Keeshond_06250.jpg
test,092.Keeshond,Keeshond_06270.jpg
test,092.Keeshond,Keeshond_06264.jpg
test,092.Keeshond,Keeshond_06268.jpg
test,092.Keeshond,Keeshond_06280.jpg
test,038.Brussels_griffon,Brussels_griffon_02667.jpg
test,038.Brussels_griffon,Brussels_griffon_02678.jpg
test,038.Brussels_griffon,Brussels_griffon_02656.jpg
test,038.Brussels_griffon,Brussels_griffon_02699.jpg
test,038.Brussels_griffon,Brussels_griffon_02701.jpg
test,038.Brussels_griffon,Brussels_griffon_02716.jpg
test,038.Brussels_griffon,Brussels_griffon_02707.jpg
test,108.Norwegian_buhund,Norwegian_buhund_07124.jpg
test,108.Norwegian_buhund,Norwegian_buhund_07111.jpg
test,108.Norwegian_buhund,Norwegian_buhund_07120.jpg
test,097.Lakeland_terrier,Lakeland_terrier_06518.jpg
test,097.Lakeland_terrier,Lakeland_terrier_06550.jpg
test,097.Lakeland_terrier,Lakeland_terrier_06558.jpg
test,097.Lakeland_terrier,Lakeland_terrier_06517.jpg
test,097.Lakeland_terrier,Lakeland_terrier_06539.jpg
test,097.Lakeland_terrier,Lakeland_terrier_06528.jpg
test,062.English_setter,English_setter_04385.jpg
test,062.English_setter,English_setter_04398.jpg
test,062.English_setter,English_setter_04429.jpg
test,062.English_setter,English_setter_04412.jpg
test,062.English_setter,English_setter_04379.jpg
test,062.English_setter,English_setter_04399.jpg
test,074.Giant_schnauzer,Giant_schnauzer_05107.jpg
test,074.Giant_schnauzer,Giant_schnauzer_05104.jpg
test,074.Giant_schnauzer,Giant_schnauzer_05122.jpg
test,074.Giant_schnauzer,Giant_schnauzer_05102.jpg
test,074.Giant_schnauzer,Giant_schnauzer_05120.jpg
test,123.Pomeranian,Pomeranian_07858.jpg
test,123.Pomeranian,Pomeranian_07861.jpg
test,123.Pomeranian,Pomeranian_07873.jpg
test,123.Pomeranian,Pomeranian_07857.jpg
test,123.Pomeranian,Pomeranian_07897.jpg
test,119.Petit_basset_griffon_vendeen,Petit_basset_griffon_vendeen_07691.jpg
test,119.Petit_basset_griffon_vendeen,Petit_basset_griffon_vendeen_07714.jpg
test,119.Petit_basset_griffon_vendeen,Petit_basset_griffon_vendeen_07689.jpg
test,119.Petit_basset_griffon_vendeen,Petit_basset_griffon_vendeen_07715.jpg
test,029.Border_collie,Border_collie_02056.jpg
test,029.Border_collie,Border_collie_02081.jpg
test,029.Border_collie,Border_collie_02039.jpg
test,029.Border_collie,Border_collie_02035.jpg
test,029.Border_collie,Border_collie_01997.jpg
test,029.Border_collie,Border_collie_02053.jpg
test,029.Border_collie,Border_collie_02008.jpg
test,029.Border_collie,Border_collie_02077.jpg
test,029.Border_collie,Border_collie_02051.jpg
test,029.Border_collie,Border_collie_02006.jpg
test,022.Belgian_tervuren,Belgian_tervuren_01588.jpg
test,022.Belgian_tervuren,Belgian_tervuren_01607.jpg
test,022.Belgian_tervuren,Belgian_tervuren_01601.jpg
test,022.Belgian_tervuren,Belgian_tervuren_01585.jpg
test,022.Belgian_tervuren,Belgian_tervuren_01574.jpg
test,022.Belgian_tervuren,Belgian_tervuren_01561.jpg
test,116.Parson_russell_terrier,Parson_russell_terrier_07531.jpg
test,116.Parson_russell_terrier,Parson_russell_terrier_07539.jpg
test,116.Parson_russell_terrier,Parson_russell_terrier_07529.jpg
test,116.Parson_russell_terrier,Parson_russell_terrier_07549.jpg
test,086.Irish_setter,Irish_setter_05819.jpg
test,086.Irish_setter,Irish_setter_05860.jpg
test,086.Irish_setter,Irish_setter_05851.jpg
test,086.Irish_setter,Irish_setter_05833.jpg
test,086.Irish_setter,Irish_setter_05818.jpg
test,086.Irish_setter,Irish_setter_05812.jpg
test,086.Irish_setter,Irish_setter_05816.jpg
test,133.Yorkshire_terrier,Yorkshire_terrier_08325.jpg
test,133.Yorkshire_terrier,Yorkshire_terrier_08326.jpg
test,133.Yorkshire_terrier,Yorkshire_terrier_08346.jpg
test,133.Yorkshire_terrier,Yorkshire_terrier_08337.jpg
test,010.Anatolian_shepherd_dog,Anatolian_shepherd_dog_00673.jpg
test,010.Anatolian_shepherd_dog,Anatolian_shepherd_dog_00710.jpg
test,010.Anatolian_shepherd_dog,Anatolian_shepherd_dog_00695.jpg
test,010.Anatolian_shepherd_dog,Anatolian_shepherd_dog_00669.jpg
test,010.Anatolian_shepherd_dog,Anatolian_shepherd_dog_00661.jpg
test,010.Anatolian_shepherd_dog,Anatolian_shepherd_dog_00690.jpg
test,120.Pharaoh_hound,Pharaoh_hound_07724.jpg
test,120.Pharaoh_hound,Pharaoh_hound_07728.jpg
test,120.Pharaoh_hound,Pharaoh_hound_07741.jpg
test,120.Pharaoh_hound,Pharaoh_hound_07750.jpg
test,120.Pharaoh_hound,Pharaoh_hound_07747.jpg
test,021.Belgian_sheepdog,Belgian_sheepdog_01548.jpg
test,021.Belgian_sheepdog,Belgian_sheepdog_01540.jpg
test,021.Belgian_sheepdog,Belgian_sheepdog_01555.jpg
test,021.Belgian_sheepdog,Belgian_sheepdog_01486.jpg
test,021.Belgian_sheepdog,Belgian_sheepdog_01482.jpg
test,021.Belgian_sheepdog,Belgian_sheepdog_01554.jpg
test,021.Belgian_sheepdog,Belgian_sheepdog_01491.jpg
test,021.Belgian_sheepdog,Belgian_sheepdog_01488.jpg
test,033.Bouvier_des_flandres,Bouvier_des_flandres_02339.jpg
test,033.Bouvier_des_flandres,Bouvier_des_flandres_02304.jpg
test,033.Bouvier_des_flandres,Bouvier_des_flandres_02355.jpg
test,033.Bouvier_des_flandres,Bouvier_des_flandres_02328.jpg
test,033.Bouvier_des_flandres,Bouvier_des_flandres_02305.jpg
test,066.Field_spaniel,Field_spaniel_04616.jpg
test,066.Field_spaniel,Field_spaniel_04619.jpg
test,066.Field_spaniel,Field_spaniel_04622.jpg
test,066.Field_spaniel,Field_spaniel_04608.jpg
test,113.Old_english_sheepdog,Old_english_sheepdog_07391.jpg
test,113.Old_english_sheepdog,Old_english_sheepdog_07355.jpg
test,113.Old_english_sheepdog,Old_english_sheepdog_07359.jpg
test,113.Old_english_sheepdog,Old_english_sheepdog_07376.jpg
test,113.Old_english_sheepdog,Old_english_sheepdog_07390.jpg
test,060.Dogue_de_bordeaux,Dogue_de_bordeaux_04216.jpg
test,060.Dogue_de_bordeaux,Dogue_de_bordeaux_04256.jpg
test,060.Dogue_de_bordeaux,Dogue_de_bordeaux_04221.jpg
test,060.Dogue_de_bordeaux,Dogue_de_bordeaux_04281.jpg
test,060.Dogue_de_bordeaux,Dogue_de_bordeaux_04258.jpg
test,060.Dogue_de_bordeaux,Dogue_de_bordeaux_04235.jpg
test,060.Dogue_de_bordeaux,Dogue_de_bordeaux_04246.jpg
test,060.Dogue_de_bordeaux,Dogue_de_bordeaux_04259.jpg
test,130.Welsh_springer_spaniel,Welsh_springer_spaniel_08227.jpg
test,130.Welsh_springer_spaniel,Welsh_springer_spaniel_08214.jpg
test,130.Welsh_springer_spaniel,Welsh_springer_spaniel_08237.jpg
test,130.Welsh_springer_spaniel,Welsh_springer_spaniel_08215.jpg
test,130.Welsh_springer_spaniel,Welsh_springer_spaniel_08190.jpg
test,011.Australian_cattle_dog,Australian_cattle_dog_00728.jpg
test,011.Australian_cattle_dog,Australian_cattle_dog_00803.jpg
test,011.Australian_cattle_dog,Australian_cattle_dog_00788.jpg
test,011.Australian_cattle_dog,Australian_cattle_dog_00730.jpg
test,011.Australian_cattle_dog,Australian_cattle_dog_00792.jpg
test,011.Australian_cattle_dog,Australian_cattle_dog_00761.jpg
test,011.Australian_cattle_dog,Australian_cattle_dog_00734.jpg
test,011.Australian_cattle_dog,Australian_cattle_dog_00727.jpg
test,011.Australian_cattle_dog,Australian_cattle_dog_00781.jpg
test,008.American_staffordshire_terrier,American_staffordshire_terrier_00579.jpg
test,008.American_staffordshire_terrier,American_staffordshire_terrier_00580.jpg
test,008.American_staffordshire_terrier,American_staffordshire_terrier_00607.jpg
test,008.American_staffordshire_terrier,American_staffordshire_terrier_00540.jpg
test,008.American_staffordshire_terrier,American_staffordshire_terrier_00539.jpg
test,008.American_staffordshire_terrier,American_staffordshire_terrier_00538.jpg
test,008.American_staffordshire_terrier,American_staffordshire_terrier_00556.jpg
test,008.American_staffordshire_terrier,American_staffordshire_terrier_00567.jpg
test,132.Xoloitzcuintli,Xoloitzcuintli_08281.jpg
test,132.Xoloitzcuintli,Xoloitzcuintli_08294.jpg
test,132.Xoloitzcuintli,Xoloitzcuintli_08312.jpg
test,063.English_springer_spaniel,English_springer_spaniel_04457.jpg
test,063.English_springer_spaniel,English_springer_spaniel_04484.jpg
test,063.English_springer_spaniel,English_springer_spaniel_04440.jpg
test,063.English_springer_spaniel,English_springer_spaniel_04453.jpg
test,063.English_springer_spaniel,English_springer_spaniel_04486.jpg
test,063.English_springer_spaniel,English_springer_spaniel_04446.jpg
test,063.English_springer_spaniel,English_springer_spaniel_04452.jpg
test,027.Bloodhound,Bloodhound_01906.jpg
test,027.Bloodhound,Bloodhound_01885.jpg
test,027.Bloodhound,Bloodhound_01900.jpg
test,027.Bloodhound,Bloodhound_01912.jpg
test,027.Bloodhound,Bloodhound_01921.jpg
test,027.Bloodhound,Bloodhound_01934.jpg
test,027.Bloodhound,Bloodhound_01871.jpg
test,027.Bloodhound,Bloodhound_01923.jpg
test,047.Chesapeake_bay_retriever,Chesapeake_bay_retriever_03339.jpg
test,047.Chesapeake_bay_retriever,Chesapeake_bay_retriever_03395.jpg
test,047.Chesapeake_bay_retriever,Chesapeake_bay_retriever_03386.jpg
test,047.Chesapeake_bay_retriever,Chesapeake_bay_retriever_03390.jpg
test,047.Chesapeake_bay_retriever,Chesapeake_bay_retriever_03358.jpg
test,047.Chesapeake_bay_retriever,Chesapeake_bay_retriever_03374.jpg
test,047.Chesapeake_bay_retriever,Chesapeake_bay_retriever_03361.jpg
test,051.Chow_chow,Chow_chow_03608.jpg
test,051.Chow_chow,Chow_chow_03664.jpg
test,051.Chow_chow,Chow_chow_03637.jpg
test,051.Chow_chow,Chow_chow_03592.jpg
test,051.Chow_chow,Chow_chow_03660.jpg
test,051.Chow_chow,Chow_chow_03654.jpg
test,051.Chow_chow,Chow_chow_03591.jpg
test,051.Chow_chow,Chow_chow_03599.jpg
test,016.Beagle,Beagle_01197.jpg
test,016.Beagle,Beagle_01144.jpg
test,016.Beagle,Beagle_01155.jpg
test,016.Beagle,Beagle_01150.jpg
test,016.Beagle,Beagle_01141.jpg
test,016.Beagle,Beagle_01130.jpg
test,016.Beagle,Beagle_01156.jpg
test,016.Beagle,Beagle_01196.jpg
test,037.Brittany,Brittany_02601.jpg
test,037.Brittany,Brittany_02591.jpg
test,037.Brittany,Brittany_02607.jpg
test,037.Brittany,Brittany_02633.jpg
test,037.Brittany,Brittany_02622.jpg
test,037.Brittany,Brittany_02648.jpg
test,034.Boxer,Boxer_02439.jpg
test,034.Boxer,Boxer_02413.jpg
test,034.Boxer,Boxer_02426.jpg
test,034.Boxer,Boxer_02381.jpg
test,034.Boxer,Boxer_02414.jpg
test,034.Boxer,Boxer_02397.jpg
test,034.Boxer,Boxer_02379.jpg
test,034.Boxer,Boxer_02371.jpg
test,039.Bull_terrier,Bull_terrier_02773.jpg
test,039.Bull_terrier,Bull_terrier_02803.jpg
test,039.Bull_terrier,Bull_terrier_02775.jpg
test,039.Bull_terrier,Bull_terrier_02789.jpg
test,039.Bull_terrier,Bull_terrier_02772.jpg
test,039.Bull_terrier,Bull_terrier_02745.jpg
test,039.Bull_terrier,Bull_terrier_02727.jpg
test,039.Bull_terrier,Bull_terrier_02750.jpg
test,039.Bull_terrier,Bull_terrier_02767.jpg
test,121.Plott,Plott_07792.jpg
test,121.Plott,Plott_07795.jpg
test,121.Plott,Plott_07797.jpg
test,045.Cardigan_welsh_corgi,Cardigan_welsh_corgi_03182.jpg
